,hotel,is_canceled,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival,lodgings
7732,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7733,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7734,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7735,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7736,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7737,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7738,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7739,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7740,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7741,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7742,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7743,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7744,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7745,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7746,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7747,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7748,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7749,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7750,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7751,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7752,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7753,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7754,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7755,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7756,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7757,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7758,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7759,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7760,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7761,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7762,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7763,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7764,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7765,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7766,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7767,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7768,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7769,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7770,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7771,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7772,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7773,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7774,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7775,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7776,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7777,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7778,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7779,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7780,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7781,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7782,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7783,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7784,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7785,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7786,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7787,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7788,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7789,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7790,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7791,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7792,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7793,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7794,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7795,City Hotel,Yes,34,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7796,City Hotel,Yes,25,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7797,City Hotel,Yes,25,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7798,City Hotel,Yes,25,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7799,City Hotel,Yes,25,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7800,City Hotel,Yes,25,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7801,City Hotel,Yes,25,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7802,City Hotel,Yes,25,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7803,City Hotel,Yes,25,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7804,City Hotel,Yes,25,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7805,City Hotel,Yes,25,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7806,City Hotel,Yes,25,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7807,City Hotel,Yes,25,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7808,City Hotel,Yes,25,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7809,City Hotel,Yes,25,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7810,City Hotel,Yes,25,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7811,City Hotel,Yes,25,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7812,City Hotel,Yes,25,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7813,City Hotel,Yes,25,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7814,City Hotel,Yes,25,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7815,City Hotel,Yes,25,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,0,Transient,90,0,0,Canceled,17/11/2018,08/12/2018,2
7816,City Hotel,Yes,22,0,1,1,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,14,0,Transient-Party,62,0,0,Canceled,17/11/2018,17/11/2018,1
7817,City Hotel,Yes,22,1,4,2,0,BB,PRT,Direct,Direct,0,1,0,B,B,0,No Deposit,14,0,Transient,80.75,0,0,Canceled,18/11/2018,09/12/2018,5
7818,City Hotel,Yes,22,1,4,2,0,BB,PRT,Direct,Direct,0,1,0,B,B,0,No Deposit,14,0,Transient,80.75,0,0,Canceled,18/11/2018,09/12/2018,5
7819,City Hotel,Yes,42,1,2,2,0,SC,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,0,Contract,93.3,0,2,Canceled,18/11/2018,28/12/2018,3
7820,City Hotel,Yes,42,1,2,2,1,SC,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,0,Contract,110.8,0,3,Canceled,18/11/2018,28/12/2018,3
7821,City Hotel,Yes,58,2,4,2,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,9,0,Transient-Party,77.35,0,1,Canceled,18/11/2018,27/12/2018,6
7822,City Hotel,Yes,58,2,4,2,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,9,0,Transient-Party,77.35,0,2,Canceled,18/11/2018,27/12/2018,6
7823,City Hotel,Yes,58,2,4,2,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,9,0,Transient-Party,77.35,0,0,Canceled,18/11/2018,27/12/2018,6
7824,City Hotel,Yes,58,2,4,2,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,9,0,Transient-Party,77.35,0,1,Canceled,18/11/2018,27/12/2018,6
7825,City Hotel,Yes,1,0,1,1,0,BB,PRT,Corporate,Corporate,1,1,0,A,A,0,No Deposit,14,0,Transient,65,0,0,Canceled,18/11/2018,19/11/2018,1
7826,City Hotel,Yes,32,0,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,119,0,Transient-Party,73,0,0,Canceled,19/11/2018,20/11/2018,2
7827,City Hotel,Yes,38,2,4,2,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,0,Contract,97,0,1,Canceled,19/11/2018,25/12/2018,6
7828,City Hotel,Yes,22,0,3,2,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,1,No Deposit,9,0,Contract,113.67,0,1,Canceled,19/11/2018,24/11/2018,3
7829,City Hotel,Yes,61,1,3,1,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,37,0,Transient-Party,70,0,0,Canceled,19/11/2018,23/11/2018,4
7830,City Hotel,Yes,51,0,3,2,2,BB,PRT,Online TA,TA/TO,0,1,0,F,F,0,No Deposit,9,0,Transient,199.33,0,0,Canceled,20/11/2018,30/12/2018,3
7831,City Hotel,Yes,88,0,2,2,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,0,Contract,76.5,0,2,Canceled,20/11/2018,11/12/2018,2
7832,City Hotel,Yes,88,0,2,2,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,0,Contract,76.5,0,2,Canceled,20/11/2018,11/12/2018,2
7833,City Hotel,Yes,12,1,2,1,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,0,Contract,101,0,1,Canceled,20/11/2018,23/11/2018,3
7834,City Hotel,Yes,54,1,3,2,0,SC,PRT,Online TA,TA/TO,0,1,0,F,F,0,No Deposit,9,0,Contract,158.95,0,1,Canceled,21/11/2018,28/12/2018,4
7835,City Hotel,Yes,17,1,1,2,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,0,Contract,107,0,0,Canceled,21/11/2018,05/12/2018,2
7836,City Hotel,Yes,17,1,1,2,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,0,Contract,107,0,0,Canceled,21/11/2018,05/12/2018,2
7837,City Hotel,Yes,17,1,1,2,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,0,Contract,107,0,0,Canceled,21/11/2018,05/12/2018,2
7838,City Hotel,Yes,17,1,1,2,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,0,Contract,107,0,0,Canceled,21/11/2018,05/12/2018,2
7839,City Hotel,Yes,44,0,3,1,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,14,0,Transient,69,0,0,Canceled,23/11/2018,24/12/2018,3
7840,City Hotel,Yes,12,1,0,2,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,0,Contract,87,0,1,Canceled,23/11/2018,28/11/2018,1
7841,City Hotel,Yes,77,2,3,2,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9,0,Contract,108.72,0,1,Canceled,23/11/2018,26/12/2018,5
7842,City Hotel,Yes,73,0,3,2,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,104,0,Transient,99,0,0,Canceled,23/11/2018,31/12/2018,3
7843,City Hotel,Yes,24,2,1,3,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,14,0,Transient-Party,70,0,0,Canceled,23/11/2018,05/12/2018,3
7844,City Hotel,Yes,24,2,1,2,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,14,0,Transient-Party,50,0,0,Canceled,23/11/2018,05/12/2018,3
7845,City Hotel,Yes,24,2,1,2,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,14,0,Transient-Party,50,0,0,Canceled,23/11/2018,05/12/2018,3
7846,City Hotel,Yes,81,0,4,2,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,0,Contract,109.8,0,3,Canceled,23/11/2018,30/12/2018,4
7847,City Hotel,Yes,21,0,2,2,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,7,0,Transient,65.91,0,0,Canceled,23/11/2018,02/12/2018,2
7848,City Hotel,Yes,13,2,0,1,0,BB,PRT,Online TA,TA/TO,1,1,0,A,A,0,No Deposit,9,0,Contract,101,0,2,Canceled,23/11/2018,06/12/2018,2
7849,City Hotel,Yes,13,2,0,2,0,BB,PRT,Online TA,TA/TO,1,1,0,A,A,0,No Deposit,9,0,Contract,107,0,2,Canceled,23/11/2018,06/12/2018,2
7850,City Hotel,Yes,34,1,2,1,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,Transient,102.6,0,0,Canceled,23/11/2018,23/11/2018,3
7851,City Hotel,Yes,4,1,5,1,0,BB,AGO,Direct,Direct,0,1,0,A,A,1,No Deposit,14,0,Transient,6,0,1,Canceled,23/11/2018,24/11/2018,6
7852,City Hotel,Yes,25,1,1,2,0,SC,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,8,0,Transient,95,0,1,Canceled,23/11/2018,28/11/2018,2
7853,City Hotel,Yes,61,1,3,1,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,0,Transient-Party,70,0,0,Canceled,23/11/2018,23/11/2018,4
7854,City Hotel,Yes,49,2,7,2,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,0,Contract,109.33,0,1,Canceled,24/11/2018,25/12/2018,9
7855,City Hotel,Yes,53,1,2,2,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,9,0,Contract,102.33,0,0,Canceled,24/11/2018,28/12/2018,3
7856,City Hotel,Yes,53,1,2,2,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,9,0,Contract,93.33,0,1,Canceled,24/11/2018,28/12/2018,3
7857,City Hotel,Yes,53,1,2,2,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,9,0,Contract,102.33,0,0,Canceled,24/11/2018,28/12/2018,3
7858,City Hotel,Yes,53,1,2,2,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,9,0,Contract,93.33,0,1,Canceled,24/11/2018,28/12/2018,3
7859,City Hotel,Yes,26,2,1,2,1,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,22,0,Transient,84.5,0,1,Canceled,25/11/2018,05/12/2018,3
7860,City Hotel,Yes,22,2,2,2,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,28,0,Transient,68,0,1,Canceled,25/11/2018,04/12/2018,4
7861,City Hotel,Yes,26,0,2,2,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,14,0,Group,85,0,0,Canceled,25/11/2018,26/11/2018,2
7862,City Hotel,Yes,2,0,1,2,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1,0,Transient-Party,12,0,0,Canceled,25/11/2018,27/11/2018,1
7863,City Hotel,Yes,82,2,1,2,1,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,6,0,Transient,70.3,0,2,Canceled,25/11/2018,05/12/2018,3
7864,City Hotel,Yes,8,1,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,0,Transient-Party,64,0,0,Canceled,25/11/2018,27/11/2018,3
7865,City Hotel,Yes,8,1,2,2,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,0,Transient-Party,64,0,0,Canceled,25/11/2018,27/11/2018,3
7866,City Hotel,Yes,3,0,1,2,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,D,D,0,No Deposit,83,0,Transient,77.6,0,1,Canceled,26/11/2018,28/11/2018,1
7867,City Hotel,Yes,54,0,1,2,0,BB,PRT,Direct,Direct,0,1,0,A,A,1,No Deposit,14,0,Transient-Party,81,0,0,Canceled,26/11/2018,01/12/2018,1
7868,City Hotel,Yes,54,0,1,1,0,BB,PRT,Direct,Direct,0,1,0,A,A,1,No Deposit,14,0,Transient-Party,81,0,0,Canceled,26/11/2018,01/12/2018,1
7869,City Hotel,Yes,54,0,1,1,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,14,0,Transient-Party,81,0,0,Canceled,26/11/2018,01/12/2018,1
7870,City Hotel,Yes,54,0,1,1,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,14,0,Transient-Party,81,0,0,Canceled,26/11/2018,01/12/2018,1
7871,City Hotel,Yes,54,0,1,1,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,14,0,Transient-Party,81,0,0,Canceled,26/11/2018,01/12/2018,1
7872,City Hotel,Yes,54,0,1,1,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,14,0,Transient-Party,81,0,0,Canceled,26/11/2018,01/12/2018,1
7873,City Hotel,Yes,54,0,1,1,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,14,0,Transient-Party,81,0,0,Canceled,26/11/2018,01/12/2018,1
